title,link,publication_year,mentions_bh,mentions_bonferroni,mentions_by
: improvement in droplet assignment by integrating multiple single-cell demultiplexing and doublet detection methods,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03224-8,2024,False,False,False
Ki-67 is necessary during DNA replication for fork protection and genome stability,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03243-5,2024,False,False,False
Kernel-based testing for single-cell differential analysis,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03255-1,2024,True,True,True
Disruption of metazoan gene regulatory networks in cancer alters the balance of co-expression between genes of unicellular and multicellular origins,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03247-1,2024,False,False,False
EmptyDropsMultiome discriminates real cells from background in single-cell multiomics assays,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03259-x,2024,True,False,False
DNA methylation variations underlie lettuce domestication and divergence,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03310-x,2024,True,False,False
CpG island turnover events predict evolutionary changes in enhancer activity,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03300-z,2024,True,False,False
Alternative splicing coupled to nonsense-mediated decay coordinates downregulation of non-neuronal genes in developing mouse neurons,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03305-8,2024,True,False,False
A benchmark of computational methods for correcting biases of established and unknown origin in CRISPR-Cas9 screening data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03336-1,2024,False,False,False
Non-coding variants impact ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03333-4,2024,True,False,False
Single-cell decoding of drug induced transcriptomic reprogramming in triple negative breast cancers,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03318-3,2024,False,False,False
N6-methyladenosine writer METTL16-mediated alternative splicing and translation control are essential for murine spermatogenesis,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03332-5,2024,False,False,False
"scCross: a deep generative model for unifying single-cell multi-omics with seamless integration, cross-modal generation, and in silico exploration",https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03338-z,2024,False,False,False
Annelid methylomes reveal ancestral developmental and aging-associated epigenetic erosion across Bilateria,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03346-z,2024,False,False,False
Transcriptional and epigenetic characterization of a new in vitro platform to model the formation of human pharyngeal endoderm,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03354-z,2024,False,False,False
A dynamic regulome of shoot-apical-meristem-related homeobox transcription factors modulates plant architecture in maize,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03391-8,2024,False,False,False
Recruitment of the m,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03392-7,2024,False,False,False
Massive detection of cryptic recessive genetic defects in dairy cattle mining millions of life histories,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03384-7,2024,False,True,False
In vivo perturb-seq of cancer and microenvironment cells dissects oncologic drivers and radiotherapy responses in glioblastoma,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03404-6,2024,False,False,False
DEMINING: A deep learning model embedded framework to distinguish RNA editing from DNA mutations in RNA sequencing data,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03397-2,2024,True,False,False
Drought-responsive dynamics of H3K9ac-marked 3D chromatin interactions are integrated by OsbZIP23-associated super-enhancer-like promoter regions in rice,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03408-2,2024,False,False,False
zMAP toolset: model-based analysis of large-scale proteomic data via a variance stabilizing ,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03382-9,2024,True,True,False
Spatiotemporal modeling reveals high-resolution invasion states in glioblastoma,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03407-3,2024,True,False,False
Increased spatial coupling of integrin and collagen IV in the immunoresistant clear-cell renal-cell carcinoma tumor microenvironment,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03435-z,2024,True,False,True
Transcriptional regulatory network reveals key transcription factors for regulating agronomic traits in soybean,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03454-w,2024,False,False,False
Multi-omics approaches reveal that diffuse midline gliomas present altered DNA replication and are susceptible to replication stress therapy,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03460-y,2024,False,False,False
MAAT: a new nonparametric Bayesian framework for incorporating multiple functional annotations in transcriptome-wide association studies,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03485-x,2025,False,True,False
HIPSD&R-seq enables scalable genomic copy number and transcriptome profiling,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-024-03450-0,2024,False,False,False
Multi-omics analysis in primary T cells elucidates mechanisms behind disease-associated genetic loci,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03492-y,2025,False,False,False
CENP-A/CENP-B uncoupling in the evolutionary reshuffling of centromeres in equids,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03490-0,2025,False,False,False
Transposable elements may enhance antiviral resistance in HIV-1 elite controllers,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03484-y,2025,False,True,False
Digital sequencing is improved by using structured unique molecular identifiers,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03504-x,2025,False,False,False
CTCF is selectively required for maintaining chromatin accessibility and gene expression in human erythropoiesis,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03510-z,2025,False,False,False
Genome-wide CRISPR guide RNA design and specificity analysis with GuideScan2,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03488-8,2025,False,False,False
Admixture as a source for HLA variation in Neolithic European farming communities,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03509-6,2025,False,False,False
Cross-species imputation and comparison of single-cell transcriptomic profiles,https://genomebiology.biomedcentral.com/articles/10.1186/s13059-025-03493-x,2025,False,False,False
