title,link,publication_year,mentions_methylation,mentions_stat_test,mentions_multiple_correction,mentions_bh,mentions_bonferroni,mentions_by
Defective folate metabolism causes germline epigenetic instability and distinguishes ,https://www.nature.com/articles/s41467-021-24036-5,2021,True,True,True,False,False,False
Lasp1 regulates adherens junction dynamics and fibroblast transformation in destructive arthritis,https://www.nature.com/articles/s41467-021-23706-8,2021,True,True,False,False,False,False
Mapping chromatin accessibility and active regulatory elements reveals pathological mechanisms in human gliomas,https://www.nature.com/articles/s41467-021-23922-2,2021,True,True,True,False,True,False
E2F6 initiates stable epigenetic silencing of germline genes during embryonic development,https://www.nature.com/articles/s41467-021-23596-w,2021,True,True,True,False,False,False
The epigenetic regulator LSH maintains fork protection and genomic stability via MacroH2A deposition and RAD51 filament formation,https://www.nature.com/articles/s41467-021-23809-2,2021,True,False,False,False,False,False
A meta-analysis of epigenome-wide association studies in Alzheimer’s disease highlights novel differentially methylated loci across cortex,https://www.nature.com/articles/s41467-021-23243-4,2021,True,True,True,False,True,False
A new molecular classification to drive precision treatment strategies in primary Sjögren’s syndrome,https://www.nature.com/articles/s41467-021-23472-7,2021,True,True,True,True,False,False
H3K27me3 demethylases alter ,https://www.nature.com/articles/s41467-021-23766-w,2021,True,True,True,False,False,False
Site-specific ubiquitylation acts as a regulator of linker histone H1,https://www.nature.com/articles/s41467-021-23636-5,2021,True,True,True,False,False,False
Heteromeric HSFA2/HSFA3 complexes drive transcriptional memory after heat stress in ,https://www.nature.com/articles/s41467-021-23786-6,2021,True,True,False,False,False,False
Systematic benchmarking of tools for CpG methylation detection from nanopore sequencing,https://www.nature.com/articles/s41467-021-23778-6,2021,True,True,False,False,False,False
 specific DNA adenine methyltransferase CamA squeezes and flips adenine out of DNA helix,https://www.nature.com/articles/s41467-021-23693-w,2021,True,False,False,False,False,False
HIRA stabilizes skeletal muscle lineage identity,https://www.nature.com/articles/s41467-021-23775-9,2021,True,True,True,False,False,False
Low chorionic villous succinate accumulation associates with recurrent spontaneous abortion risk,https://www.nature.com/articles/s41467-021-23827-0,2021,True,True,False,False,False,False
MOGONET integrates multi-omics data using graph convolutional networks allowing patient classification and biomarker identification,https://www.nature.com/articles/s41467-021-23774-w,2021,True,True,True,False,False,False
PRMT5-mediated arginine methylation activates AKT kinase to govern tumorigenesis,https://www.nature.com/articles/s41467-021-23833-2,2021,True,True,True,False,False,False
A histone H3K4me1-specific binding protein is required for siRNA accumulation and DNA methylation at a subset of loci targeted by RNA-directed DNA methylation,https://www.nature.com/articles/s41467-021-23637-4,2021,True,False,False,False,False,False
Temporal evolution of cellular heterogeneity during the progression to advanced AR-negative prostate cancer,https://www.nature.com/articles/s41467-021-23780-y,2021,True,True,True,True,False,False
LSD1 inhibition sustains T cell invigoration with a durable response to PD-1 blockade,https://www.nature.com/articles/s41467-021-27179-7,2021,True,True,True,False,False,False
High throughput screening identifies SOX2 as a super pioneer factor that inhibits DNA methylation maintenance at its binding sites,https://www.nature.com/articles/s41467-021-23630-x,2021,True,True,True,False,False,False
A metal ion orients SARS-CoV-2 mRNA to ensure accurate 2′-,https://www.nature.com/articles/s41467-021-23594-y,2021,True,False,False,False,False,False
Multimodal analysis of cell-free DNA whole-genome sequencing for pediatric cancers with low mutational burden,https://www.nature.com/articles/s41467-021-23445-w,2021,True,True,True,False,True,False
Impact of DNA methylation on 3D genome structure,https://www.nature.com/articles/s41467-021-23142-8,2021,True,True,True,False,False,False
Dynamic methylation of histone H3K18 in differentiating ,https://www.nature.com/articles/s41467-021-23477-2,2021,True,True,True,False,False,False
Angiogenin mediates paternal inflammation-induced metabolic disorders in offspring through sperm tsRNAs,https://www.nature.com/articles/s41467-021-26909-1,2021,True,True,True,False,False,False
Epigenomic profiling of primate lymphoblastoid cell lines reveals the evolutionary patterns of epigenetic activities in gene regulatory architectures,https://www.nature.com/articles/s41467-021-23397-1,2021,True,True,True,False,True,False
Ectopic targeting of CG DNA methylation in Arabidopsis with the bacterial SssI methyltransferase,https://www.nature.com/articles/s41467-021-23346-y,2021,True,True,True,False,False,False
MPP8 is essential for sustaining self-renewal of ground-state pluripotent stem cells,https://www.nature.com/articles/s41467-021-23308-4,2021,True,True,True,False,False,False
Mining mutation contexts across the cancer genome to map tumor site of origin,https://www.nature.com/articles/s41467-021-23094-z,2021,True,True,False,False,False,False
High-throughput single-cell chromatin accessibility CRISPR screens enable unbiased identification of regulatory networks in cancer,https://www.nature.com/articles/s41467-021-23213-w,2021,True,True,True,False,False,False
Mitochondrial ATP fuels ABC transporter-mediated drug efflux in cancer chemoresistance,https://www.nature.com/articles/s41467-021-23071-6,2021,True,True,True,False,True,False
Epigenome-wide association meta-analysis of DNA methylation with coffee and tea consumption,https://www.nature.com/articles/s41467-021-22752-6,2021,True,True,False,False,True,False
Contrasting epigenetic control of transgenes and endogenous genes promotes post-transcriptional transgene silencing in ,https://www.nature.com/articles/s41467-021-22995-3,2021,True,False,False,False,True,False
Antigen-driven EGR2 expression is required for exhausted CD8,https://www.nature.com/articles/s41467-021-23044-9,2021,True,True,True,False,False,False
Immune evolution from preneoplasia to invasive lung adenocarcinomas and underlying molecular features,https://www.nature.com/articles/s41467-021-22890-x,2021,True,True,True,False,False,False
Conserved human effector Treg cell transcriptomic and epigenetic signature in arthritic joint inflammation,https://www.nature.com/articles/s41467-021-22975-7,2021,True,True,True,True,False,False
The genomic loci of specific human tRNA genes exhibit ageing-related DNA hypermethylation,https://www.nature.com/articles/s41467-021-22639-6,2021,True,True,False,False,True,False
Comprehensive cell type decomposition of circulating cell-free DNA with CelFiE,https://www.nature.com/articles/s41467-021-22901-x,2021,True,True,False,False,False,False
Single nucleus multi-omics regulatory landscape of the murine pituitary,https://www.nature.com/articles/s41467-021-22859-w,2021,True,True,True,False,True,False
The histone variant H2A.W and linker histone H1 co-regulate heterochromatin accessibility and DNA methylation,https://www.nature.com/articles/s41467-021-22993-5,2021,True,True,False,False,False,False
Leukemia stemness and co-occurring mutations drive resistance to IDH inhibitors in acute myeloid leukemia,https://www.nature.com/articles/s41467-021-22874-x,2021,True,True,True,False,False,False
Differential chromatin binding of the lung lineage transcription factor NKX2-1 resolves opposing murine alveolar cell fates in vivo,https://www.nature.com/articles/s41467-021-22817-6,2021,True,False,False,False,True,False
Learning a genome-wide score of human–mouse conservation at the functional genomics level,https://www.nature.com/articles/s41467-021-22653-8,2021,True,True,False,False,True,False
DNMT1 reads heterochromatic H4K20me3 to reinforce LINE-1 DNA methylation,https://www.nature.com/articles/s41467-021-22665-4,2021,True,True,False,False,False,False
Molecular and clinical determinants of response and resistance to rucaparib for recurrent ovarian cancer treatment in ARIEL2 (Parts 1 and 2),https://www.nature.com/articles/s41467-021-22582-6,2021,True,True,False,False,False,False
Imaging the response to DNA damage in heterochromatin domains reveals core principles of heterochromatin maintenance,https://www.nature.com/articles/s41467-021-22575-5,2021,True,True,True,False,True,False
Arginine is an epigenetic regulator targeting TEAD4 to modulate OXPHOS in prostate cancer cells,https://www.nature.com/articles/s41467-021-22652-9,2021,True,False,False,False,False,False
"A phenome-wide association study of tandem repeat variation in 168,554 individuals from the UK Biobank",https://www.nature.com/articles/s41467-024-54678-0,2024,True,True,True,False,True,False
Epi-microRNA mediated metabolic reprogramming counteracts hypoxia to preserve affinity maturation,https://www.nature.com/articles/s41467-024-54937-0,2024,True,True,True,False,False,False
Cryo-EM structure of Nipah virus L-P polymerase complex,https://www.nature.com/articles/s41467-024-54994-5,2024,True,False,False,False,False,False
SARS-CoV-2 human challenge reveals biomarkers that discriminate early and late phases of respiratory viral infections,https://www.nature.com/articles/s41467-024-54764-3,2024,True,True,False,False,False,False
Single cell regulatory landscape of the mouse kidney highlights cellular differentiation programs and disease targets,https://www.nature.com/articles/s41467-021-22266-1,2021,True,True,True,True,False,False
Defining super-enhancer landscape in triple-negative breast cancer by multiomic profiling,https://www.nature.com/articles/s41467-021-22445-0,2021,True,True,True,True,False,False
Use of epigenetically modified bacteriophage and dual beta-lactams to treat a ,https://www.nature.com/articles/s41467-024-54666-4,2024,True,False,False,False,False,False
B1a and B2 cells are characterized by distinct CpG modification states at DNMT3A-maintained enhancers,https://www.nature.com/articles/s41467-021-22458-9,2021,True,True,True,False,False,False
Inositol treatment inhibits medulloblastoma through suppression of epigenetic-driven metabolic adaptation,https://www.nature.com/articles/s41467-021-22379-7,2021,True,True,True,True,False,False
Autophagy of the m,https://www.nature.com/articles/s41467-021-22469-6,2021,True,True,True,False,False,False
Epigenetic modulation of immune synaptic-cytoskeletal networks potentiates γδ T cell-mediated cytotoxicity in lung cancer,https://www.nature.com/articles/s41467-021-22433-4,2021,True,True,True,False,False,False
CLSY docking to Pol IV requires a conserved domain critical for small RNA biogenesis and transposon silencing,https://www.nature.com/articles/s41467-024-54268-0,2024,True,True,True,True,False,False
Developmental hematopoietic stem cell variation explains clonal hematopoiesis later in life,https://www.nature.com/articles/s41467-024-54711-2,2024,True,False,False,False,False,False
Mina53 demethylates histone H4 arginine 3 asymmetric dimethylation to regulate neural stem/progenitor cell identity,https://www.nature.com/articles/s41467-024-54680-6,2024,True,True,False,False,False,False
Evolution of DNA methylation in the human brain,https://www.nature.com/articles/s41467-021-21917-7,2021,True,True,True,False,False,False
Inactivating histone deacetylase HDA promotes longevity by mobilizing trehalose metabolism,https://www.nature.com/articles/s41467-021-22257-2,2021,True,True,True,False,False,False
Genome sequencing of ‘Fuji’ apple clonal varieties reveals genetic mechanism of the spur-type morphology,https://www.nature.com/articles/s41467-024-54428-2,2024,True,True,False,False,False,False
Profiling PRMT methylome reveals roles of hnRNPA1 arginine methylation in RNA splicing and cell growth,https://www.nature.com/articles/s41467-021-21963-1,2021,True,True,True,False,False,False
